id_evento,nombre_evento,ubicacion,fecha,categoria,necesidad_especial,integrantes,edad_minima,modalidad,precio,link
8196,CaixaForum Madrid,CaixaForum Madrid,2025-12-23 00:00:00,Festival,Auditiva,3,2,Al aire libre,Por confirmar,https://caixaforum.org/es/madrid
8197,Museo de la Felicidad Madrid,Felicidad Madrid,2025-09-29 00:00:00,Parque Temático,Visual,4,0,Cubierto,Desde 5€,https://www.museodelafelicidad.es/
8198,CaixaForum Barcelona,CaixaForum Barcelona,2025-06-25 00:00:00,Espectáculo,Ninguna,4,5,Al aire libre,Desde 30€,https://caixaforum.org/es/barcelona
8199,Parque Faunia Madrid,Faunia Madrid,2025-03-25 00:00:00,Museo,Auditiva,1,8,Cubierto,Desde 20€,https://www.faunia.es/
8200,Festival Emérita Lúdica Mérida,Mérida,2025-09-14 00:00:00,Concierto,Auditiva,4,5,Cubierto,Gratis,https://meridaludica.com/
8201,Laberinto de Villapresente Cantabria,Cantabria,2025-01-12 00:00:00,Museo,Auditiva,1,0,Al aire libre,Por confirmar,https://laberintodevillapresente.es/
8202,Museo Interactivo de la Música Málaga,Málaga,2025-03-02 00:00:00,Parque Temático,Movilidad reducida,3,5,Cubierto,Desde 20€,https://www.musicaenaccion.com/
8203,Museo del Chocolate Astorga,Astorga,2025-08-14 00:00:00,Literatura,Cognitiva,1,8,Al aire libre,Desde 20€,https://museodelchocolateastorga.com/
8204,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-02-24 00:00:00,Concierto,Ninguna,5,2,Cubierto,Desde 5€,https://aitanamusic.es/
8205,Jurassic World Experience Madrid,Experience Madrid,2025-08-20 00:00:00,Festival,Cognitiva,3,0,Al aire libre,Desde 30€,https://jurassicworldexperience.es/
8206,Museo del Chocolate Astorga,Astorga,2025-09-09 00:00:00,Literatura,Visual,1,0,Cubierto,Por confirmar,https://museodelchocolateastorga.com/
8207,Isla Mágica Sevilla,Mágica Sevilla,2025-10-15 00:00:00,Literatura,Visual,2,2,Al aire libre,Desde 10€,https://www.islamagica.es/
8208,Festival de Magia - Parque de Atracciones,Atracciones,2025-11-28 00:00:00,Espectáculo,Cognitiva,4,8,Al aire libre,Desde 5€,https://parquedeatracciones.es/eventos/festival-magia
8209,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-08-11 00:00:00,Exposición,Ninguna,2,8,Cubierto,Desde 10€,https://www.madrid.es/portales/munimadrid
8210,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-05-08 00:00:00,Parque Temático,Movilidad reducida,3,0,Cubierto,Gratis,https://www.aquariumbcn.com/
8211,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-03-04 00:00:00,Parque Temático,Visual,4,5,Cubierto,Desde 30€,https://www.aquariumbcn.com/
8212,CaixaForum Madrid,CaixaForum Madrid,2025-02-02 00:00:00,Espectáculo,Cognitiva,5,8,Cubierto,Gratis,https://caixaforum.org/es/madrid
8213,Museo de la Felicidad Madrid,Felicidad Madrid,2025-06-17 00:00:00,Espectáculo,Visual,4,2,Al aire libre,Desde 20€,https://www.museodelafelicidad.es/
8214,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-01-24 00:00:00,Espectáculo,Auditiva,5,2,Cubierto,Por confirmar,https://parquedecabarceno.com/
8215,PortAventura World,World,2025-03-27 00:00:00,Festival,Auditiva,5,5,Al aire libre,Gratis,https://www.portaventuraworld.com/
8216,Parque Warner Madrid,Warner Madrid,2025-09-14 00:00:00,Exposición,Visual,1,2,Al aire libre,Desde 30€,https://www.parquewarner.com/
8217,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-05-20 00:00:00,Museo,Auditiva,1,5,Cubierto,Gratis,https://www.oceanografic.org/
8218,CaixaForum Barcelona,CaixaForum Barcelona,2025-01-02 00:00:00,Exposición,Auditiva,2,0,Al aire libre,Desde 20€,https://caixaforum.org/es/barcelona
8219,Castillo de Manzanares el Real,Real,2025-12-16 00:00:00,Parque Temático,Visual,3,8,Al aire libre,Desde 10€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
8220,Pinocho en el Circo - Teatro San Pol,Pol,2025-01-20 00:00:00,Exposición,Auditiva,1,5,Cubierto,Gratis,https://teatrosanpol.com/
8221,Museo Nacional de Ciencias Naturales,Naturales,2025-11-12 00:00:00,Literatura,Auditiva,2,2,Cubierto,Desde 5€,https://www.mncn.csic.es/
8222,Festival Pirineos Sur,Sur,2025-06-19 00:00:00,Concierto,Ninguna,3,8,Al aire libre,Por confirmar,https://pirineos-sur.es/
8223,Familyland Tres Cantos,Cantos,2025-09-28 00:00:00,Literatura,Ninguna,2,8,Cubierto,Desde 30€,https://familyland.es/
8224,Feria Medieval Ibiza,Ibiza,2025-01-20 00:00:00,Festival,Visual,4,5,Cubierto,Desde 30€,https://ibiza.travel/
8225,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-12-16 00:00:00,Exposición,Cognitiva,1,2,Al aire libre,Desde 10€,https://www.aquariumbcn.com/
8226,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-08-23 00:00:00,Espectáculo,Auditiva,3,8,Cubierto,Desde 5€,https://cosmocaixa.org/
8227,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-02-15 00:00:00,Literatura,Ninguna,1,8,Cubierto,Desde 5€,https://www.madrid.es/portales/munimadrid
8228,Festival Pirineos Sur,Sur,2025-09-14 00:00:00,Concierto,Cognitiva,4,0,Al aire libre,Desde 30€,https://pirineos-sur.es/
8229,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-06-21 00:00:00,Museo,Visual,1,2,Cubierto,Gratis,https://aitanamusic.es/
8230,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-06-30 00:00:00,Concierto,Visual,4,5,Al aire libre,Gratis,https://parquedecabarceno.com/
8231,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-07-10 00:00:00,Museo,Movilidad reducida,2,0,Cubierto,Desde 10€,https://www.aquariumbcn.com/
8232,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-12-31 00:00:00,Concierto,Auditiva,4,2,Cubierto,Desde 20€,https://parquedecabarceno.com/
8233,Zoo Aquarium de Madrid,de Madrid,2025-01-05 00:00:00,Parque Temático,Movilidad reducida,5,0,Cubierto,Desde 30€,https://www.zoomadrid.com/
8234,Jurassic World Experience Madrid,Experience Madrid,2025-11-13 00:00:00,Exposición,Visual,2,8,Al aire libre,Desde 10€,https://jurassicworldexperience.es/
8235,CaixaForum Barcelona,CaixaForum Barcelona,2025-04-24 00:00:00,Festival,Cognitiva,5,2,Cubierto,Por confirmar,https://caixaforum.org/es/barcelona
8236,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-09-16 00:00:00,Festival,Movilidad reducida,3,0,Al aire libre,Por confirmar,https://parquedecabarceno.com/
8237,Festival de Magia - Parque de Atracciones,Atracciones,2025-09-13 00:00:00,Espectáculo,Cognitiva,5,5,Cubierto,Desde 5€,https://parquedeatracciones.es/eventos/festival-magia
8238,Museo del Ferrocarril de Madrid,de Madrid,2025-11-04 00:00:00,Espectáculo,Auditiva,4,5,Cubierto,Desde 30€,https://www.museodelferrocarril.org/
8239,Teleférico de Madrid,de Madrid,2025-03-08 00:00:00,Espectáculo,Auditiva,4,0,Cubierto,Desde 10€,https://teleferico.emtmadrid.es/
8240,Bioparc Valencia,Bioparc Valencia,2025-06-04 00:00:00,Literatura,Auditiva,1,0,Cubierto,Desde 10€,https://www.bioparcvalencia.es/
8241,Feria del Caballo Jerez,Jerez,2025-10-26 00:00:00,Museo,Auditiva,1,8,Al aire libre,Gratis,https://feriadelcaballojerez.com/
8242,Museo Naval de Madrid,de Madrid,2025-01-09 00:00:00,Exposición,Visual,1,2,Cubierto,Desde 5€,https://www.armada.mde.es/MuseoNaval/
8243,Pueblo Español de Barcelona,de Barcelona,2025-01-16 00:00:00,Museo,Auditiva,1,0,Al aire libre,Gratis,https://poble-espanyol.com/
8244,Museo Guggenheim actividades familiares,familiares,2025-12-24 00:00:00,Festival,Movilidad reducida,5,2,Cubierto,Gratis,https://www.guggenheim-bilbao.eus/
8245,CaixaForum Barcelona,CaixaForum Barcelona,2025-12-23 00:00:00,Festival,Visual,3,2,Cubierto,Gratis,https://caixaforum.org/es/barcelona
8246,Museo de Cera de Madrid,de Madrid,2025-05-27 00:00:00,Parque Temático,Ninguna,4,2,Al aire libre,Desde 20€,https://www.museoceramadrid.com/
8247,Laberinto de Villapresente Cantabria,Cantabria,2025-12-01 00:00:00,Festival,Cognitiva,4,8,Cubierto,Desde 10€,https://laberintodevillapresente.es/
8248,Museo del Chocolate Astorga,Astorga,2025-11-27 00:00:00,Festival,Cognitiva,5,2,Cubierto,Desde 30€,https://museodelchocolateastorga.com/
8249,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-11-22 00:00:00,Espectáculo,Auditiva,3,0,Al aire libre,Desde 20€,https://museumofillusions.es/madrid/
8250,Feria Medieval Ibiza,Ibiza,2025-05-02 00:00:00,Concierto,Visual,4,2,Cubierto,Desde 20€,https://ibiza.travel/
8251,CaixaForum Madrid,CaixaForum Madrid,2025-06-24 00:00:00,Concierto,Cognitiva,4,0,Al aire libre,Desde 10€,https://caixaforum.org/es/madrid
8252,Jurassic World Experience Madrid,Experience Madrid,2025-05-07 00:00:00,Exposición,Ninguna,2,2,Al aire libre,Gratis,https://jurassicworldexperience.es/
8253,Museo Guggenheim actividades familiares,familiares,2025-05-26 00:00:00,Concierto,Auditiva,5,5,Cubierto,Desde 5€,https://www.guggenheim-bilbao.eus/
8254,Museo Guggenheim actividades familiares,familiares,2025-05-30 00:00:00,Espectáculo,Auditiva,4,2,Al aire libre,Por confirmar,https://www.guggenheim-bilbao.eus/
8255,Festival Pirineos Sur,Sur,2025-12-06 00:00:00,Festival,Ninguna,4,0,Cubierto,Gratis,https://pirineos-sur.es/
8256,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-10-06 00:00:00,Espectáculo,Ninguna,3,5,Al aire libre,Desde 10€,https://aitanamusic.es/
8257,Parque de Aventuras Amazonia,Amazonia,2025-09-19 00:00:00,Festival,Cognitiva,5,5,Cubierto,Desde 20€,https://www.parqueaventuraamazonia.com/
8258,Bioparc Valencia,Bioparc Valencia,2025-04-06 00:00:00,Museo,Auditiva,1,2,Al aire libre,Desde 5€,https://www.bioparcvalencia.es/
8259,Parque de Aventuras Amazonia,Amazonia,2025-08-17 00:00:00,Museo,Cognitiva,1,8,Al aire libre,Gratis,https://www.parqueaventuraamazonia.com/
8260,Museo de la Felicidad Madrid,Felicidad Madrid,2025-06-08 00:00:00,Parque Temático,Visual,5,5,Al aire libre,Por confirmar,https://www.museodelafelicidad.es/
8261,Museo Nacional de Ciencias Naturales,Naturales,2025-12-31 00:00:00,Espectáculo,Cognitiva,5,0,Cubierto,Desde 30€,https://www.mncn.csic.es/
8262,Jurassic World Experience Madrid,Experience Madrid,2025-08-28 00:00:00,Exposición,Cognitiva,2,2,Al aire libre,Desde 10€,https://jurassicworldexperience.es/
8263,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-03-18 00:00:00,Literatura,Visual,1,5,Cubierto,Desde 20€,https://museumofillusions.es/madrid/
8264,Harpia Balaguer Medieval Lleida,Lleida,2025-12-10 00:00:00,Concierto,Auditiva,3,5,Al aire libre,Por confirmar,https://balaguer.cat/portal/
8265,Parque de Aventuras Amazonia,Amazonia,2025-01-16 00:00:00,Espectáculo,Cognitiva,4,5,Cubierto,Desde 20€,https://www.parqueaventuraamazonia.com/
8266,Harpia Balaguer Medieval Lleida,Lleida,2025-04-07 00:00:00,Espectáculo,Visual,4,8,Cubierto,Desde 30€,https://balaguer.cat/portal/
8267,Pinocho en el Circo - Teatro San Pol,Pol,2025-05-17 00:00:00,Museo,Ninguna,2,8,Al aire libre,Desde 5€,https://teatrosanpol.com/
8268,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-10-10 00:00:00,Festival,Visual,5,8,Al aire libre,Desde 5€,https://museumofillusions.es/madrid/
8269,Jurassic World Experience Madrid,Experience Madrid,2025-02-12 00:00:00,Literatura,Ninguna,2,5,Al aire libre,Desde 30€,https://jurassicworldexperience.es/
8270,Museo Interactivo de la Música Málaga,Málaga,2025-10-01 00:00:00,Exposición,Visual,1,2,Cubierto,Desde 10€,https://www.musicaenaccion.com/
8271,Festival de Magia - Parque de Atracciones,Atracciones,2025-03-14 00:00:00,Festival,Cognitiva,4,8,Cubierto,Por confirmar,https://parquedeatracciones.es/eventos/festival-magia
8272,Atlantis Aquarium Madrid,Aquarium Madrid,2025-02-19 00:00:00,Museo,Cognitiva,1,8,Cubierto,Desde 5€,https://www.atlantisaquarium-madrid.es/
8273,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-12-04 00:00:00,Exposición,Ninguna,1,8,Cubierto,Gratis,https://museumofillusions.es/madrid/
8274,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-12-01 00:00:00,Museo,Cognitiva,1,5,Al aire libre,Desde 30€,https://aitanamusic.es/
8275,Parque Warner Madrid,Warner Madrid,2025-04-19 00:00:00,Concierto,Auditiva,5,5,Al aire libre,Desde 20€,https://www.parquewarner.com/
8276,Familyland Tres Cantos,Cantos,2025-07-04 00:00:00,Concierto,Movilidad reducida,4,8,Cubierto,Por confirmar,https://familyland.es/
8277,PortAventura World,World,2025-09-13 00:00:00,Exposición,Visual,2,2,Cubierto,Desde 10€,https://www.portaventuraworld.com/
8278,CaixaForum Barcelona,CaixaForum Barcelona,2025-04-30 00:00:00,Exposición,Auditiva,2,5,Al aire libre,Desde 5€,https://caixaforum.org/es/barcelona
8279,CaixaForum Madrid,CaixaForum Madrid,2025-08-28 00:00:00,Literatura,Cognitiva,2,0,Al aire libre,Gratis,https://caixaforum.org/es/madrid
8280,Castillo de Manzanares el Real,Real,2025-11-01 00:00:00,Espectáculo,Visual,4,8,Cubierto,Desde 10€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
8281,Museo de la Ciencia Valladolid,Valladolid,2025-04-30 00:00:00,Exposición,Ninguna,2,0,Al aire libre,Desde 20€,https://museocienciavalladolid.es/
8282,Museo del Mar de Galicia,Galicia,2025-03-10 00:00:00,Concierto,Visual,3,8,Al aire libre,Por confirmar,https://museodomar.xunta.gal/
8283,Atlantis Aquarium Madrid,Aquarium Madrid,2025-07-04 00:00:00,Literatura,Visual,2,0,Al aire libre,Desde 30€,https://www.atlantisaquarium-madrid.es/
8284,Maratón de los Cuentos Guadalajara,Guadalajara,2025-09-05 00:00:00,Parque Temático,Ninguna,4,8,Cubierto,Desde 5€,https://www.maratondeloscuentos.org/
8285,Museo del Mar de Galicia,Galicia,2025-04-08 00:00:00,Museo,Ninguna,2,0,Al aire libre,Por confirmar,https://museodomar.xunta.gal/
8286,Museo de la Felicidad Madrid,Felicidad Madrid,2025-02-10 00:00:00,Literatura,Movilidad reducida,1,8,Al aire libre,Desde 20€,https://www.museodelafelicidad.es/
8287,Museo del Ferrocarril de Madrid,de Madrid,2025-01-17 00:00:00,Festival,Movilidad reducida,3,0,Cubierto,Desde 30€,https://www.museodelferrocarril.org/
8288,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-11-25 00:00:00,Exposición,Cognitiva,2,0,Al aire libre,Desde 20€,https://museumofillusions.es/madrid/
8289,Jurassic World Experience Madrid,Experience Madrid,2025-07-13 00:00:00,Exposición,Auditiva,2,0,Al aire libre,Desde 10€,https://jurassicworldexperience.es/
8290,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-07-21 00:00:00,Concierto,Visual,4,5,Al aire libre,Desde 5€,https://www.oceanografic.org/
8291,Pinocho en el Circo - Teatro San Pol,Pol,2025-05-30 00:00:00,Literatura,Cognitiva,2,5,Cubierto,Desde 30€,https://teatrosanpol.com/
8292,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-05-18 00:00:00,Literatura,Ninguna,1,2,Al aire libre,Desde 30€,https://www.oceanografic.org/
8293,Parque Gulliver Valencia,Gulliver Valencia,2025-08-21 00:00:00,Museo,Auditiva,2,8,Al aire libre,Desde 20€,https://www.visitvalencia.com/
8294,Feria Medieval Ibiza,Ibiza,2025-08-14 00:00:00,Espectáculo,Movilidad reducida,5,0,Al aire libre,Desde 5€,https://ibiza.travel/
8295,Museo Nacional de Ciencias Naturales,Naturales,2025-06-13 00:00:00,Festival,Ninguna,3,8,Al aire libre,Desde 30€,https://www.mncn.csic.es/
8296,Zoo Aquarium de Madrid,de Madrid,2025-04-09 00:00:00,Espectáculo,Movilidad reducida,3,8,Cubierto,Desde 20€,https://www.zoomadrid.com/
8297,Museo del Chocolate Astorga,Astorga,2025-03-26 00:00:00,Exposición,Ninguna,2,0,Al aire libre,Desde 30€,https://museodelchocolateastorga.com/
8298,Museo Guggenheim actividades familiares,familiares,2025-03-13 00:00:00,Museo,Visual,2,2,Al aire libre,Gratis,https://www.guggenheim-bilbao.eus/
8299,Festival Emérita Lúdica Mérida,Mérida,2025-07-03 00:00:00,Museo,Ninguna,2,8,Al aire libre,Desde 5€,https://meridaludica.com/
8300,Bioparc Valencia,Bioparc Valencia,2025-05-04 00:00:00,Parque Temático,Visual,3,2,Cubierto,Desde 10€,https://www.bioparcvalencia.es/
8301,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-02-22 00:00:00,Literatura,Cognitiva,1,2,Al aire libre,Desde 5€,https://cac.es/
8302,Acuario de Gijón,Gijón,2025-01-23 00:00:00,Festival,Visual,3,0,Al aire libre,Desde 5€,https://acuariodegijon.es/
8303,CaixaForum Madrid,CaixaForum Madrid,2025-12-15 00:00:00,Museo,Visual,1,2,Al aire libre,Por confirmar,https://caixaforum.org/es/madrid
8304,Museo del Ferrocarril de Madrid,de Madrid,2025-01-23 00:00:00,Espectáculo,Auditiva,3,8,Cubierto,Desde 10€,https://www.museodelferrocarril.org/
8305,Museo de la Ciencia Valladolid,Valladolid,2025-08-24 00:00:00,Festival,Movilidad reducida,4,8,Cubierto,Desde 10€,https://museocienciavalladolid.es/
8306,CaixaForum Madrid,CaixaForum Madrid,2025-04-26 00:00:00,Literatura,Auditiva,2,2,Cubierto,Desde 20€,https://caixaforum.org/es/madrid
8307,Bioparc Valencia,Bioparc Valencia,2025-10-08 00:00:00,Concierto,Movilidad reducida,4,2,Cubierto,Por confirmar,https://www.bioparcvalencia.es/
8308,Maratón de los Cuentos Guadalajara,Guadalajara,2025-11-22 00:00:00,Espectáculo,Ninguna,4,8,Cubierto,Desde 10€,https://www.maratondeloscuentos.org/
8309,Pueblo Español de Barcelona,de Barcelona,2025-12-20 00:00:00,Museo,Ninguna,1,0,Al aire libre,Desde 30€,https://poble-espanyol.com/
8310,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-02-05 00:00:00,Museo,Visual,1,5,Cubierto,Desde 5€,https://museumofillusions.es/madrid/
8311,Laberinto de Villapresente Cantabria,Cantabria,2025-04-10 00:00:00,Exposición,Cognitiva,2,2,Al aire libre,Gratis,https://laberintodevillapresente.es/
8312,Atlantis Aquarium Madrid,Aquarium Madrid,2025-02-08 00:00:00,Exposición,Movilidad reducida,1,5,Cubierto,Gratis,https://www.atlantisaquarium-madrid.es/
8313,Museo Interactivo de la Música Málaga,Málaga,2025-04-26 00:00:00,Parque Temático,Auditiva,3,2,Cubierto,Gratis,https://www.musicaenaccion.com/
8314,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-08-14 00:00:00,Parque Temático,Ninguna,3,2,Cubierto,Desde 20€,https://cac.es/
8315,Museo del Ferrocarril de Madrid,de Madrid,2025-08-12 00:00:00,Parque Temático,Visual,5,0,Cubierto,Desde 30€,https://www.museodelferrocarril.org/
8316,Museo de la Felicidad Madrid,Felicidad Madrid,2025-11-16 00:00:00,Parque Temático,Movilidad reducida,4,8,Al aire libre,Desde 5€,https://www.museodelafelicidad.es/
8317,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-11-14 00:00:00,Concierto,Movilidad reducida,3,0,Al aire libre,Gratis,https://kartingangelburgueno.com/
8318,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-06-15 00:00:00,Espectáculo,Visual,3,5,Al aire libre,Desde 5€,https://cosmocaixa.org/
8319,Museo de la Ciencia Valladolid,Valladolid,2025-07-30 00:00:00,Concierto,Movilidad reducida,4,2,Al aire libre,Gratis,https://museocienciavalladolid.es/
8320,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-06-04 00:00:00,Literatura,Cognitiva,2,0,Al aire libre,Desde 20€,https://www.madrid.es/portales/munimadrid
8321,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-03-15 00:00:00,Concierto,Movilidad reducida,3,2,Cubierto,Gratis,https://museumofillusions.es/madrid/
8322,Museo del Ferrocarril de Madrid,de Madrid,2025-08-24 00:00:00,Concierto,Cognitiva,5,8,Al aire libre,Desde 10€,https://www.museodelferrocarril.org/
8323,Museo del Prado actividades familiares,familiares,2025-04-15 00:00:00,Espectáculo,Visual,4,0,Cubierto,Por confirmar,https://www.museodelprado.es/
8324,Parque de Aventuras Amazonia,Amazonia,2025-03-05 00:00:00,Museo,Cognitiva,1,5,Al aire libre,Desde 5€,https://www.parqueaventuraamazonia.com/
8325,Museo Naval de Madrid,de Madrid,2025-11-11 00:00:00,Parque Temático,Auditiva,5,2,Cubierto,Por confirmar,https://www.armada.mde.es/MuseoNaval/
8326,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-12-15 00:00:00,Concierto,Ninguna,5,8,Cubierto,Desde 5€,https://aitanamusic.es/
8327,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-07-18 00:00:00,Exposición,Visual,2,8,Cubierto,Por confirmar,https://www.oceanografic.org/
8328,Museo del Mar de Galicia,Galicia,2025-05-13 00:00:00,Espectáculo,Cognitiva,5,5,Al aire libre,Desde 20€,https://museodomar.xunta.gal/
8329,Museo del Prado actividades familiares,familiares,2025-12-02 00:00:00,Concierto,Auditiva,4,5,Al aire libre,Desde 20€,https://www.museodelprado.es/
8330,Festival de los Sentidos Albacete,Albacete,2025-10-30 00:00:00,Museo,Movilidad reducida,1,8,Cubierto,Desde 5€,https://festivaldelossentidos.com/
