nombre_evento,ciudad,fecha,categoria,necesidad_especial,precio,descripcion
Museo Interactivo de la Música Málaga,Málaga,2025-04-27 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un parque temático familiar en Museo Interactivo de la Música Málaga en Málaga el 27 de April de 2025.
Pinocho en el Circo - Teatro San Pol,Barcelona,2025-12-18 00:00:00,Ocio,visual,Desde 30€,Disfruta de un espectáculo familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 18 de December de 2025.
CaixaForum Madrid,Madrid,2025-12-10 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un festival familiar en CaixaForum Madrid en Madrid el 10 de December de 2025.
Festival Pirineos Sur,Madrid,2025-10-14 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un literatura familiar en Festival Pirineos Sur en Madrid el 14 de October de 2025.
Pinocho en el Circo - Teatro San Pol,Barcelona,2025-01-26 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un literatura familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 26 de January de 2025.
Laberinto de Villapresente Cantabria,Cantabria,2025-11-09 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un literatura familiar en Laberinto de Villapresente Cantabria en Cantabria el 9 de November de 2025.
Zoo Aquarium de Madrid,Madrid,2025-02-18 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un festival familiar en Zoo Aquarium de Madrid en Madrid el 18 de February de 2025.
Dinópolis Teruel,Teruel,2025-01-21 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un exposición familiar en Dinópolis Teruel en Teruel el 21 de January de 2025.
Festival de Magia - Parque de Atracciones,Madrid,2025-08-29 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un exposición familiar en Festival de Magia - Parque de Atracciones en Madrid el 29 de August de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-10-15 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un exposición familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 15 de October de 2025.
Festival Emérita Lúdica Mérida,Badajoz,2025-04-14 00:00:00,Educación,auditiva,Desde 5€,Disfruta de un exposición familiar en Festival Emérita Lúdica Mérida en Badajoz el 14 de April de 2025.
Museo Interactivo de la Música Málaga,Málaga,2025-01-01 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un museo familiar en Museo Interactivo de la Música Málaga en Málaga el 1 de January de 2025.
Pueblo Español de Barcelona,Barcelona,2025-04-19 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un exposición familiar en Pueblo Español de Barcelona en Barcelona el 19 de April de 2025.
Parque Faunia Madrid,Madrid,2025-03-03 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un museo familiar en Parque Faunia Madrid en Madrid el 3 de March de 2025.
CosmoCaixa Barcelona,Barcelona,2025-07-18 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un festival familiar en CosmoCaixa Barcelona en Barcelona el 18 de July de 2025.
Museo del Prado actividades familiares,Bizkaia,2025-07-07 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un parque temático familiar en Museo del Prado actividades familiares en Bizkaia el 7 de July de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-02-08 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un festival familiar en Museo de las Ilusiones Madrid en Madrid el 8 de February de 2025.
Feria Medieval Ibiza,Illes Balears,2025-10-14 00:00:00,Educación,ninguna,Gratis,Disfruta de un exposición familiar en Feria Medieval Ibiza en Illes Balears el 14 de October de 2025.
Festival Emérita Lúdica Mérida,Badajoz,2025-04-19 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un exposición familiar en Festival Emérita Lúdica Mérida en Badajoz el 19 de April de 2025.
Festival Emérita Lúdica Mérida,Badajoz,2025-06-09 00:00:00,Ocio,ninguna,Gratis,Disfruta de un espectáculo familiar en Festival Emérita Lúdica Mérida en Badajoz el 9 de June de 2025.
Museo Nacional de Ciencias Naturales,Madrid,2025-10-06 00:00:00,Educación,visual,Desde 30€,Disfruta de un museo familiar en Museo Nacional de Ciencias Naturales en Madrid el 6 de October de 2025.
Laberinto de Villapresente Cantabria,Cantabria,2025-09-29 00:00:00,Ocio,visual,Gratis,Disfruta de un parque temático familiar en Laberinto de Villapresente Cantabria en Cantabria el 29 de September de 2025.
Festival Tomavistas Madrid,Madrid,2025-03-08 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un exposición familiar en Festival Tomavistas Madrid en Madrid el 8 de March de 2025.
Festival de los Sentidos Albacete,Albacete,2025-11-24 00:00:00,Ocio,ninguna,Gratis,Disfruta de un espectáculo familiar en Festival de los Sentidos Albacete en Albacete el 24 de November de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-06-07 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un espectáculo familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 7 de June de 2025.
Acuario de Gijón,Asturias,2025-09-16 00:00:00,Ocio,visual,Desde 20€,Disfruta de un festival familiar en Acuario de Gijón en Asturias el 16 de September de 2025.
Parque Warner Madrid,Madrid,2025-04-20 00:00:00,Educación,auditiva,Por confirmar,Disfruta de un museo familiar en Parque Warner Madrid en Madrid el 20 de April de 2025.
Festival Emérita Lúdica Mérida,Badajoz,2025-09-08 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un concierto familiar en Festival Emérita Lúdica Mérida en Badajoz el 8 de September de 2025.
Festival Emérita Lúdica Mérida,Badajoz,2025-11-28 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un festival familiar en Festival Emérita Lúdica Mérida en Badajoz el 28 de November de 2025.
Festival Pirineos Sur,Madrid,2025-08-05 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un festival familiar en Festival Pirineos Sur en Madrid el 5 de August de 2025.
Atlantis Aquarium Madrid,Madrid,2025-08-16 00:00:00,Educación,auditiva,Gratis,Disfruta de un museo familiar en Atlantis Aquarium Madrid en Madrid el 16 de August de 2025.
Museo de la Ciencia Valladolid,Valladolid,2025-01-23 00:00:00,Ocio,ninguna,Gratis,Disfruta de un espectáculo familiar en Museo de la Ciencia Valladolid en Valladolid el 23 de January de 2025.
Museo del Mar de Galicia,A Coruña,2025-12-05 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un festival familiar en Museo del Mar de Galicia en A Coruña el 5 de December de 2025.
Feria Medieval Ibiza,Illes Balears,2025-03-16 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un literatura familiar en Feria Medieval Ibiza en Illes Balears el 16 de March de 2025.
Familyland Tres Cantos,Madrid,2025-03-27 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un festival familiar en Familyland Tres Cantos en Madrid el 27 de March de 2025.
Parque Faunia Madrid,Madrid,2025-11-14 00:00:00,Ocio,visual,Desde 10€,Disfruta de un festival familiar en Parque Faunia Madrid en Madrid el 14 de November de 2025.
Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-02-20 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un espectáculo familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 20 de February de 2025.
Laberinto de Villapresente Cantabria,Cantabria,2025-03-09 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un museo familiar en Laberinto de Villapresente Cantabria en Cantabria el 9 de March de 2025.
Bioparc Valencia,Valencia,2025-04-04 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un literatura familiar en Bioparc Valencia en Valencia el 4 de April de 2025.
Festival Pirineos Sur,Madrid,2025-05-26 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un concierto familiar en Festival Pirineos Sur en Madrid el 26 de May de 2025.
Museo del Ferrocarril de Madrid,Madrid,2025-09-23 00:00:00,Educación,visual,Desde 5€,Disfruta de un exposición familiar en Museo del Ferrocarril de Madrid en Madrid el 23 de September de 2025.
Dinópolis Teruel,Teruel,2025-10-01 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un museo familiar en Dinópolis Teruel en Teruel el 1 de October de 2025.
Jurassic World Experience Madrid,Madrid,2025-10-16 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un espectáculo familiar en Jurassic World Experience Madrid en Madrid el 16 de October de 2025.
Parque Gulliver Valencia,Valencia,2025-12-27 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un museo familiar en Parque Gulliver Valencia en Valencia el 27 de December de 2025.
Atlantis Aquarium Madrid,Madrid,2025-05-03 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un exposición familiar en Atlantis Aquarium Madrid en Madrid el 3 de May de 2025.
Pueblo Español de Barcelona,Barcelona,2025-07-27 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un exposición familiar en Pueblo Español de Barcelona en Barcelona el 27 de July de 2025.
Museo Interactivo de la Música Málaga,Málaga,2025-07-08 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un parque temático familiar en Museo Interactivo de la Música Málaga en Málaga el 8 de July de 2025.
Karting Ángel Burgueño Madrid,Madrid,2025-09-22 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un concierto familiar en Karting Ángel Burgueño Madrid en Madrid el 22 de September de 2025.
Isla Mágica Sevilla,Sevilla,2025-05-31 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un festival familiar en Isla Mágica Sevilla en Sevilla el 31 de May de 2025.
Laberinto de Villapresente Cantabria,Cantabria,2025-08-28 00:00:00,Ocio,visual,Por confirmar,Disfruta de un literatura familiar en Laberinto de Villapresente Cantabria en Cantabria el 28 de August de 2025.
Zoo Aquarium de Madrid,Madrid,2025-12-23 00:00:00,Ocio,ninguna,Gratis,Disfruta de un parque temático familiar en Zoo Aquarium de Madrid en Madrid el 23 de December de 2025.
Feria Medieval Ibiza,Illes Balears,2025-07-24 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un literatura familiar en Feria Medieval Ibiza en Illes Balears el 24 de July de 2025.
Parque Gulliver Valencia,Valencia,2025-01-15 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un museo familiar en Parque Gulliver Valencia en Valencia el 15 de January de 2025.
CosmoCaixa Barcelona,Barcelona,2025-08-29 00:00:00,Ocio,auditiva,Desde 20€,Disfruta de un festival familiar en CosmoCaixa Barcelona en Barcelona el 29 de August de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-07-29 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un parque temático familiar en Museo de las Ilusiones Madrid en Madrid el 29 de July de 2025.
Feria Medieval Ibiza,Illes Balears,2025-02-10 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un museo familiar en Feria Medieval Ibiza en Illes Balears el 10 de February de 2025.
L'Aquàrium Barcelona,Barcelona,2025-09-03 00:00:00,Ocio,auditiva,Gratis,Disfruta de un concierto familiar en L'Aquàrium Barcelona en Barcelona el 3 de September de 2025.
CaixaForum Madrid,Madrid,2025-04-09 00:00:00,Ocio,auditiva,Gratis,Disfruta de un literatura familiar en CaixaForum Madrid en Madrid el 9 de April de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-12-25 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un parque temático familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 25 de December de 2025.
Parque Gulliver Valencia,Valencia,2025-08-05 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un exposición familiar en Parque Gulliver Valencia en Valencia el 5 de August de 2025.
Festival de los Sentidos Albacete,Albacete,2025-09-02 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un concierto familiar en Festival de los Sentidos Albacete en Albacete el 2 de September de 2025.
Museo Naval de Madrid,Madrid,2025-06-08 00:00:00,Ocio,visual,Por confirmar,Disfruta de un concierto familiar en Museo Naval de Madrid en Madrid el 8 de June de 2025.
Acuario de Gijón,Asturias,2025-11-12 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un literatura familiar en Acuario de Gijón en Asturias el 12 de November de 2025.
Parque de Aventuras Amazonia,Madrid,2025-04-14 00:00:00,Educación,auditiva,Desde 20€,Disfruta de un museo familiar en Parque de Aventuras Amazonia en Madrid el 14 de April de 2025.
CaixaForum Madrid,Madrid,2025-12-25 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un espectáculo familiar en CaixaForum Madrid en Madrid el 25 de December de 2025.
Dinópolis Teruel,Teruel,2025-11-21 00:00:00,Ocio,ninguna,Gratis,Disfruta de un concierto familiar en Dinópolis Teruel en Teruel el 21 de November de 2025.
Museo del Ferrocarril de Madrid,Madrid,2025-04-28 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un exposición familiar en Museo del Ferrocarril de Madrid en Madrid el 28 de April de 2025.
Parque de Aventuras Amazonia,Madrid,2025-02-02 00:00:00,Educación,visual,Desde 20€,Disfruta de un exposición familiar en Parque de Aventuras Amazonia en Madrid el 2 de February de 2025.
Familyland Tres Cantos,Madrid,2025-04-15 00:00:00,Ocio,ninguna,Gratis,Disfruta de un festival familiar en Familyland Tres Cantos en Madrid el 15 de April de 2025.
Museo Nacional de Ciencias Naturales,Madrid,2025-02-22 00:00:00,Ocio,visual,Desde 5€,Disfruta de un literatura familiar en Museo Nacional de Ciencias Naturales en Madrid el 22 de February de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-08-07 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un exposición familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 7 de August de 2025.
Parque Gulliver Valencia,Valencia,2025-09-16 00:00:00,Ocio,visual,Desde 20€,Disfruta de un parque temático familiar en Parque Gulliver Valencia en Valencia el 16 de September de 2025.
CaixaForum Barcelona,Barcelona,2025-12-28 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un museo familiar en CaixaForum Barcelona en Barcelona el 28 de December de 2025.
Museo del Ferrocarril de Madrid,Madrid,2025-11-23 00:00:00,Educación,visual,Gratis,Disfruta de un exposición familiar en Museo del Ferrocarril de Madrid en Madrid el 23 de November de 2025.
Parque Gulliver Valencia,Valencia,2025-02-28 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un concierto familiar en Parque Gulliver Valencia en Valencia el 28 de February de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-12-06 00:00:00,Educación,visual,Desde 30€,Disfruta de un museo familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 6 de December de 2025.
Ciudad de las Artes y las Ciencias Valencia,Valencia,2025-09-18 00:00:00,Ocio,auditiva,Desde 5€,Disfruta de un festival familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 18 de September de 2025.
Acuario de Gijón,Asturias,2025-09-08 00:00:00,Ocio,visual,Desde 30€,Disfruta de un literatura familiar en Acuario de Gijón en Asturias el 8 de September de 2025.
Feria del Caballo Jerez,Cádiz,2025-04-16 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un exposición familiar en Feria del Caballo Jerez en Cádiz el 16 de April de 2025.
Museo del Mar de Galicia,A Coruña,2025-01-08 00:00:00,Ocio,visual,Desde 10€,Disfruta de un concierto familiar en Museo del Mar de Galicia en A Coruña el 8 de January de 2025.
Museo del Mar de Galicia,A Coruña,2025-04-07 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un concierto familiar en Museo del Mar de Galicia en A Coruña el 7 de April de 2025.
CosmoCaixa Barcelona,Barcelona,2025-10-30 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un espectáculo familiar en CosmoCaixa Barcelona en Barcelona el 30 de October de 2025.
Familyland Tres Cantos,Madrid,2025-04-08 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un literatura familiar en Familyland Tres Cantos en Madrid el 8 de April de 2025.
Teleférico de Madrid,Madrid,2025-02-24 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un museo familiar en Teleférico de Madrid en Madrid el 24 de February de 2025.
Jurassic World Experience Madrid,Madrid,2025-04-02 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un espectáculo familiar en Jurassic World Experience Madrid en Madrid el 2 de April de 2025.
Parque Gulliver Valencia,Valencia,2025-12-28 00:00:00,Educación,visual,Desde 30€,Disfruta de un museo familiar en Parque Gulliver Valencia en Valencia el 28 de December de 2025.
Isla Mágica Sevilla,Sevilla,2025-07-10 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un exposición familiar en Isla Mágica Sevilla en Sevilla el 10 de July de 2025.
Zoo Aquarium de Madrid,Madrid,2025-11-17 00:00:00,Ocio,visual,Desde 20€,Disfruta de un literatura familiar en Zoo Aquarium de Madrid en Madrid el 17 de November de 2025.
Bioparc Valencia,Valencia,2025-05-21 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un exposición familiar en Bioparc Valencia en Valencia el 21 de May de 2025.
Ciudad de las Artes y las Ciencias Valencia,Valencia,2025-10-17 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un exposición familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 17 de October de 2025.
Castillo de Manzanares el Real,Ciudad Real,2025-01-20 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un festival familiar en Castillo de Manzanares el Real en Ciudad Real el 20 de January de 2025.
Teleférico de Madrid,Madrid,2025-07-02 00:00:00,Educación,auditiva,Desde 20€,Disfruta de un museo familiar en Teleférico de Madrid en Madrid el 2 de July de 2025.
Isla Mágica Sevilla,Sevilla,2025-11-13 00:00:00,Educación,auditiva,Gratis,Disfruta de un exposición familiar en Isla Mágica Sevilla en Sevilla el 13 de November de 2025.
Atlantis Aquarium Madrid,Madrid,2025-02-01 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un literatura familiar en Atlantis Aquarium Madrid en Madrid el 1 de February de 2025.
Festival Pirineos Sur,Madrid,2025-12-11 00:00:00,Ocio,auditiva,Desde 30€,Disfruta de un literatura familiar en Festival Pirineos Sur en Madrid el 11 de December de 2025.
